0.23711E+01 0.22142E-01 0.00000E+01 36166 0 0 2092 0.88300E+03 0.00000E+01 0.23711E+01 0.00000E+01 0.00000E+01 0
1 2.8706 0.26398 4.6719 125.58 2.8706
2 2.3034 0.065588 2.0458 35.464 2.3034
3 2.3614 0.024409 1.0503 15.68 2.3614
4 2.0969 0.18749 4.5424 125.56 2.0969
5 2.3343 0.067042 2.0635 36.699 2.3343
6 2.392 0.024774 1.0523 14.99 2.392
