0.53847E+00 0.15406E-02 0.00000E+01 81700 0 0 4592 0.85300E+04 0.00000E+01 0.53847E+00 0.00000E+01 0.00000E+01 0
1 0.55931 0.023892 2.0628 14.157 0.55931
2 0.54104 0.0093438 1.1794 9.4678 0.54104
3 0.53993 0.0037274 0.66676 4.5878 0.53993
4 0.53452 0.02006 1.8123 13.639 0.53452
5 0.53966 0.0097014 1.2277 10.998 0.53966
6 0.53479 0.0035584 0.64264 2.9867 0.53479
7 0.54245 0.022677 2.0188 14.658 0.54245
8 0.54328 0.0092673 1.165 9.1785 0.54328
9 0.53705 0.0036085 0.64895 3.1348 0.53705
10 0.50869 0.018816 1.7862 16.098 0.50869
11 0.53782 0.0080561 1.023 5.7347 0.53782
12 0.53837 0.0038799 0.69605 3.9351 0.53837
13 0.56629 0.0245 2.0893 17.012 0.56629
14 0.53943 0.0090996 1.152 8.2359 0.53943
15 0.54075 0.003703 0.66138 3.3433 0.54075
